DRG Definition,Provider State,Total Discharges,Average Covered Charges,Average Total Payments
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,UT,194,15445.79382,5448.757732
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,VA,1843,19083.60174,5409.245252
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,VT,103,16030.67961,7282.029126
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,WA,1185,22533.39156,5833.227004
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,WI,767,17646.46545,5553.179922
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,WV,477,13951.30189,5202.685535
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,WY,30,17349.56666,6221
069 - TRANSIENT ISCHEMIA,AK,31,20937.83871,7434.709677
069 - TRANSIENT ISCHEMIA,AL,1393,20202.972,4262.903087
069 - TRANSIENT ISCHEMIA,AR,721,13440.09154,4329.694868
069 - TRANSIENT ISCHEMIA,AZ,1344,24303.54762,4906.956845
069 - TRANSIENT ISCHEMIA,CA,4441,37395.66066,6119.993245
069 - TRANSIENT ISCHEMIA,CO,687,22198.6885,4659.780204
069 - TRANSIENT ISCHEMIA,CT,1216,18400.76891,5864.037829
069 - TRANSIENT ISCHEMIA,DC,152,19864.20395,6129.625
069 - TRANSIENT ISCHEMIA,DE,345,14292.4029,5359.684058
069 - TRANSIENT ISCHEMIA,FL,7270,27165.72737,4596.135901
069 - TRANSIENT ISCHEMIA,GA,1900,19752.72474,4796.153158
069 - TRANSIENT ISCHEMIA,HI,34,19865.64706,6511.794118
069 - TRANSIENT ISCHEMIA,IA,445,14840.35955,4556.710112
069 - TRANSIENT ISCHEMIA,ID,130,12151.46923,4606.1
069 - TRANSIENT ISCHEMIA,IL,4574,21919.70595,5050.284434
069 - TRANSIENT ISCHEMIA,IN,1960,16717.19694,4615.754592
069 - TRANSIENT ISCHEMIA,KS,528,21234.58522,4367.143939
069 - TRANSIENT ISCHEMIA,KY,1901,16834.25829,4576.530247
069 - TRANSIENT ISCHEMIA,LA,956,19102.64958,4575.881799
069 - TRANSIENT ISCHEMIA,MA,1888,13501.47034,5542.273305
069 - TRANSIENT ISCHEMIA,MD,2481,6892.103184,6493.062072
069 - TRANSIENT ISCHEMIA,ME,263,12012.92015,4818.486692
069 - TRANSIENT ISCHEMIA,MI,3940,13892.40102,5129.306091
069 - TRANSIENT ISCHEMIA,MN,720,16436.41667,5231.709722
069 - TRANSIENT ISCHEMIA,MO,1939,18689.90665,4600.554925
069 - TRANSIENT ISCHEMIA,MS,918,19311.51525,4512.604575
069 - TRANSIENT ISCHEMIA,MT,85,11917.17647,4911.152941
069 - TRANSIENT ISCHEMIA,NC,2833,15482.3971,4882.057536
069 - TRANSIENT ISCHEMIA,ND,76,11941.23684,5280.723684
069 - TRANSIENT ISCHEMIA,NE,350,17520.6,4792.165714
069 - TRANSIENT ISCHEMIA,NH,217,15366.98157,4884.299539
069 - TRANSIENT ISCHEMIA,NJ,4080,40887.72475,5447.330637
069 - TRANSIENT ISCHEMIA,NM,230,18905.89565,5099.543478
069 - TRANSIENT ISCHEMIA,NV,454,32516.60793,5044.433921
069 - TRANSIENT ISCHEMIA,NY,5789,20693.0247,6227.344792
069 - TRANSIENT ISCHEMIA,OH,3382,18107.07747,4578.845654
069 - TRANSIENT ISCHEMIA,OK,1145,16880.52751,4498.348472
069 - TRANSIENT ISCHEMIA,OR,248,13826.33871,5399.173387
069 - TRANSIENT ISCHEMIA,PA,4361,24723.46182,4885.054116
069 - TRANSIENT ISCHEMIA,RI,183,18948.01093,6095.338798
069 - TRANSIENT ISCHEMIA,SC,1241,20993.50443,4757.568896
069 - TRANSIENT ISCHEMIA,SD,165,14243.01212,5074.454545
069 - TRANSIENT ISCHEMIA,TN,1766,18326.78143,4491.434315
069 - TRANSIENT ISCHEMIA,TX,5317,26817.04965,4792.151589
069 - TRANSIENT ISCHEMIA,UT,121,14049.91735,4955.041322
069 - TRANSIENT ISCHEMIA,VA,2583,16483.46612,4621.487031
069 - TRANSIENT ISCHEMIA,VT,50,14194.6,6294.7
069 - TRANSIENT ISCHEMIA,WA,1020,19711.20294,5140.919608
069 - TRANSIENT ISCHEMIA,WI,863,17716.47393,4975.3708
069 - TRANSIENT ISCHEMIA,WV,854,11701.02576,4521.80445
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,AL,469,26543.94456,5603.89339
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,AR,168,16498,5397.886905
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,AZ,306,25250.71242,5939.003268
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,CA,1347,42162.00371,7742.604306
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,CO,145,23494.24138,6192.089655
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,CT,249,22541.89156,7833.939759
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,DC,83,24898.06024,8621.662651
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,DE,89,17240.51685,6924.460674
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,FL,1828,29396.29103,5539.85175
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,GA,478,20526.23849,5772.280335
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,IA,114,17918.68421,6159.350877
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,ID,30,14598.56667,5414.866667
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,IL,1370,24200.04526,6684.518978
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,IN,541,20300.59335,5789.946396
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,KS,150,23603.63333,5434.52
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,KY,323,18517.82353,5528.089783
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,LA,304,22587.63158,5876.391448
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,MA,798,15171.48622,7206.221805
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,MD,739,8359.943167,7881.162382
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,ME,94,14192.21277,5639.787234
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,MI,1204,16213.00249,6408.332226
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,MN,212,21404.19811,6610.632075
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,MO,614,21313.50651,5847.498371
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,MS,309,25878.94822,5717.886732
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,MT,26,10017.84615,5497.115385
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,NC,949,18343.07376,6342.55216
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,ND,22,12602.27273,7058.681818
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,NE,47,26232.38298,6054.851064
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,NH,55,14762.92727,5660.945455
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,NJ,922,42421.30586,6579.002169
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,NM,34,19453.23529,5565.029412
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,NV,95,44286.43158,5985.452631
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,NY,1533,26465.13177,8209.680366
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,OH,1098,18916.82149,5791.257741
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,OK,230,27195.7,5852.513043
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,OR,26,20714.5,5967.115384
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,PA,1094,39486.27605,6702.812614
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,RI,65,20271.09231,7514.4
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,SC,307,26048.02932,6134
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,SD,48,21860.72917,6862.270833
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,TN,545,25831.31009,5848.842202
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,TX,1396,29821.94842,6497.985673
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,UT,13,32920.07692,9394.846154
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,VA,549,19316.78324,5894.083789
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,VT,19,20524.68421,8488.894737
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,WA,238,24130.94118,6371.743697
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,WI,217,18946.27189,6630.451613
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,WV,167,13125.99401,5342.461078
101 - SEIZURES W/O MCC,AK,39,22887.48718,7828.666667
101 - SEIZURES W/O MCC,AL,960,19441.82917,4701.597917
101 - SEIZURES W/O MCC,AR,410,14719.13658,4754.429268
101 - SEIZURES W/O MCC,AZ,729,24273.89575,5736.021948
101 - SEIZURES W/O MCC,CA,2822,38638.48583,6929.666194
101 - SEIZURES W/O MCC,CO,434,25232.23963,5628.050691
101 - SEIZURES W/O MCC,CT,640,20329.1875,6537.940625
101 - SEIZURES W/O MCC,DC,170,26780.81176,7792
101 - SEIZURES W/O MCC,DE,150,14049.74667,5619.853333
101 - SEIZURES W/O MCC,FL,4068,25327.34489,5013.868486
101 - SEIZURES W/O MCC,GA,1190,19682.65042,5153.040336
101 - SEIZURES W/O MCC,HI,37,21346.81081,7897.297297
101 - SEIZURES W/O MCC,IA,350,14182.91143,5363.065714
101 - SEIZURES W/O MCC,ID,58,18470.5,5309.551724
101 - SEIZURES W/O MCC,IL,2890,20445.58616,5661.285467
101 - SEIZURES W/O MCC,IN,1062,15291.11488,5037.150659
101 - SEIZURES W/O MCC,KS,327,21637.17431,4797.666667
101 - SEIZURES W/O MCC,KY,921,15499.30185,5115.024973
101 - SEIZURES W/O MCC,LA,621,17381.46699,4810.816425
101 - SEIZURES W/O MCC,MA,1816,14163.56498,6347.509361
101 - SEIZURES W/O MCC,MD,1473,7873.283096,7427.435845
101 - SEIZURES W/O MCC,ME,134,12872.17911,5267.649254
101 - SEIZURES W/O MCC,MI,2452,13979.17088,5667.734095
101 - SEIZURES W/O MCC,MN,717,18335.29846,5896.298466
101 - SEIZURES W/O MCC,MO,1376,17972.39535,4979.43968
101 - SEIZURES W/O MCC,MS,570,19376.68947,4760.601754
101 - SEIZURES W/O MCC,MT,56,12693.78572,4873.732143
101 - SEIZURES W/O MCC,NC,1462,16902.57797,5528.713406
101 - SEIZURES W/O MCC,ND,47,10320.53192,5060.765958
101 - SEIZURES W/O MCC,NE,243,17726.88066,5261.374486
101 - SEIZURES W/O MCC,NH,190,17277.77368,6013.405263
101 - SEIZURES W/O MCC,NJ,2311,44017.36651,6078.457811
101 - SEIZURES W/O MCC,NM,178,17791.85393,5982.932584
101 - SEIZURES W/O MCC,NV,414,32407.30918,5663.082126
101 - SEIZURES W/O MCC,NY,4503,24411.02421,7633.635576
101 - SEIZURES W/O MCC,OH,2067,20042.50169,5259.489599
101 - SEIZURES W/O MCC,OK,485,16659.88454,4873.391753
101 - SEIZURES W/O MCC,OR,116,16424.18966,6742.103449
101 - SEIZURES W/O MCC,PA,2363,28737.55819,5717.418536
101 - SEIZURES W/O MCC,RI,166,17838.61446,6095.957831
101 - SEIZURES W/O MCC,SC,747,21495.59438,5183.040161
101 - SEIZURES W/O MCC,SD,73,16902.93151,5574.164384
101 - SEIZURES W/O MCC,TN,979,18940.31869,5000.629214
101 - SEIZURES W/O MCC,TX,3028,25967.84676,5330.160832
101 - SEIZURES W/O MCC,UT,99,14599.79798,6419.787878
101 - SEIZURES W/O MCC,VA,1286,17714.33515,5190.076205
101 - SEIZURES W/O MCC,VT,31,14469.54839,7100.193548
101 - SEIZURES W/O MCC,WA,584,20732.69178,5928.849315
101 - SEIZURES W/O MCC,WI,497,17235.14487,5613.002012
101 - SEIZURES W/O MCC,WV,483,11442.91304,5130.73913
101 - SEIZURES W/O MCC,WY,30,13845.86666,6041.5
149 - DYSEQUILIBRIUM,AL,191,17042.7801,3712.460733
149 - DYSEQUILIBRIUM,AR,15,9700,3699.666667
149 - DYSEQUILIBRIUM,AZ,458,22179.20961,4230.31441
149 - DYSEQUILIBRIUM,CA,1076,32624.08178,5256.589219
149 - DYSEQUILIBRIUM,CO,166,20701.15663,4262.186747
149 - DYSEQUILIBRIUM,CT,360,14535.90278,5371.194444
149 - DYSEQUILIBRIUM,DC,62,18320.7258,5917.016129
149 - DYSEQUILIBRIUM,DE,110,12695.38182,4821.227273
149 - DYSEQUILIBRIUM,FL,2305,23115.22516,4023.055531
149 - DYSEQUILIBRIUM,GA,310,17671.33871,4089.351613
149 - DYSEQUILIBRIUM,IA,183,13244.78142,3783.120219
149 - DYSEQUILIBRIUM,IL,2091,19044.17312,4597.376853
149 - DYSEQUILIBRIUM,IN,700,14662.76143,4118.748571
149 - DYSEQUILIBRIUM,KS,122,15559.04098,3681.663934
149 - DYSEQUILIBRIUM,KY,328,13962.75305,4063.429878
149 - DYSEQUILIBRIUM,LA,87,16213.88506,4009.287356
149 - DYSEQUILIBRIUM,MA,1186,11222.79089,4966.169477
149 - DYSEQUILIBRIUM,MD,1056,5980.601326,5642.104167
149 - DYSEQUILIBRIUM,ME,67,11401.62687,4244.343284
149 - DYSEQUILIBRIUM,MI,1182,13023.34349,4547.263113
149 - DYSEQUILIBRIUM,MN,317,15690.38801,4594.280757
149 - DYSEQUILIBRIUM,MO,564,15645.75177,3969.691489
149 - DYSEQUILIBRIUM,MS,124,16298.66129,3872.467742
149 - DYSEQUILIBRIUM,MT,19,11773.73684,3986.052632
149 - DYSEQUILIBRIUM,NC,582,14303.03436,4316.664948
149 - DYSEQUILIBRIUM,NE,103,15747.95146,4131.475728
149 - DYSEQUILIBRIUM,NH,26,14413.30769,4056.038462
149 - DYSEQUILIBRIUM,NJ,1290,34474.51163,4750.406977
149 - DYSEQUILIBRIUM,NM,18,17929.72222,4315.111111
149 - DYSEQUILIBRIUM,NV,182,27657.76374,4599.730769
149 - DYSEQUILIBRIUM,NY,2894,17870.14858,5965.922944
149 - DYSEQUILIBRIUM,OH,1184,15664.50085,4123.151182
149 - DYSEQUILIBRIUM,OK,187,14523.02139,3951.582888
149 - DYSEQUILIBRIUM,OR,12,8653.75,4287.75
149 - DYSEQUILIBRIUM,PA,1438,22784.43255,4395.205841
149 - DYSEQUILIBRIUM,RI,67,17808.46269,5196.940299
149 - DYSEQUILIBRIUM,SC,132,17652.82576,4219.94697
149 - DYSEQUILIBRIUM,SD,51,14908.05882,4812.333333
149 - DYSEQUILIBRIUM,TN,216,15760.39352,4092.731482
149 - DYSEQUILIBRIUM,TX,889,25634.74128,4373.700788
149 - DYSEQUILIBRIUM,UT,11,8738.363636,3870.636364
149 - DYSEQUILIBRIUM,VA,577,14526.31196,4128.79896
149 - DYSEQUILIBRIUM,WA,110,18971.5,4499.790909
149 - DYSEQUILIBRIUM,WI,254,14141.66142,4374.874016
149 - DYSEQUILIBRIUM,WV,125,11025.704,3910.048
176 - PULMONARY EMBOLISM W/O MCC,AK,26,35672.65385,10349.5
176 - PULMONARY EMBOLISM W/O MCC,AL,681,27322.30103,6236.396476
176 - PULMONARY EMBOLISM W/O MCC,AR,377,18143.60477,6200.66313
176 - PULMONARY EMBOLISM W/O MCC,AZ,746,29349.97319,7579.091153
176 - PULMONARY EMBOLISM W/O MCC,CA,1398,51386.22675,8854.114449
176 - PULMONARY EMBOLISM W/O MCC,CO,636,26759.0283,6897.88522
176 - PULMONARY EMBOLISM W/O MCC,CT,380,25182.59211,8656.655263
176 - PULMONARY EMBOLISM W/O MCC,DC,157,27750.81529,9403.108281
176 - PULMONARY EMBOLISM W/O MCC,DE,136,20112,7748.919118
176 - PULMONARY EMBOLISM W/O MCC,FL,2077,33745.14492,6637.178141
176 - PULMONARY EMBOLISM W/O MCC,GA,914,24387.40263,6804.969365
176 - PULMONARY EMBOLISM W/O MCC,HI,13,18937.61538,11030.92308
176 - PULMONARY EMBOLISM W/O MCC,IA,419,18418.63484,6486.646778
176 - PULMONARY EMBOLISM W/O MCC,ID,161,14835.18634,6498.267081
176 - PULMONARY EMBOLISM W/O MCC,IL,1829,27959.03445,7539.007654
176 - PULMONARY EMBOLISM W/O MCC,IN,875,21278.45371,6732.260572
176 - PULMONARY EMBOLISM W/O MCC,KS,263,26704.56274,6702.007605
176 - PULMONARY EMBOLISM W/O MCC,KY,498,20351,6623.094378
176 - PULMONARY EMBOLISM W/O MCC,LA,392,24815.80612,6590.336735
176 - PULMONARY EMBOLISM W/O MCC,MA,888,18441.25225,8312.484235
176 - PULMONARY EMBOLISM W/O MCC,MD,1052,10229.52471,9658.147338
176 - PULMONARY EMBOLISM W/O MCC,ME,116,17573.82758,6954.215517
176 - PULMONARY EMBOLISM W/O MCC,MI,1428,20029.59524,7634.114846
176 - PULMONARY EMBOLISM W/O MCC,MN,560,19271.61607,7459.648214
176 - PULMONARY EMBOLISM W/O MCC,MO,671,24239.71237,6822.81073
176 - PULMONARY EMBOLISM W/O MCC,MS,409,22261.99511,6501.667482
176 - PULMONARY EMBOLISM W/O MCC,MT,143,13632.09091,6619.356643
176 - PULMONARY EMBOLISM W/O MCC,NC,1469,18943.80803,7212.745405
176 - PULMONARY EMBOLISM W/O MCC,ND,109,13773.14679,6685.779816
176 - PULMONARY EMBOLISM W/O MCC,NE,267,23093.67416,6933.101124
176 - PULMONARY EMBOLISM W/O MCC,NH,237,19999.22363,6802.936709
176 - PULMONARY EMBOLISM W/O MCC,NJ,912,56518.43092,7788.882675
176 - PULMONARY EMBOLISM W/O MCC,NM,102,21389.86275,8387.745097
176 - PULMONARY EMBOLISM W/O MCC,NV,248,44278.79839,7719.899194
176 - PULMONARY EMBOLISM W/O MCC,NY,1301,29445.70331,9126.931592
176 - PULMONARY EMBOLISM W/O MCC,OH,1326,22409.13424,6844.656863
176 - PULMONARY EMBOLISM W/O MCC,OK,407,22991.29484,6560.395577
176 - PULMONARY EMBOLISM W/O MCC,OR,219,17500.78082,7769.684931
176 - PULMONARY EMBOLISM W/O MCC,PA,1440,32887.22292,7413.649305
176 - PULMONARY EMBOLISM W/O MCC,RI,93,25786.88172,8117.086021
176 - PULMONARY EMBOLISM W/O MCC,SC,695,27959.20719,7001.964029
176 - PULMONARY EMBOLISM W/O MCC,SD,149,19557.68456,7180.778524
176 - PULMONARY EMBOLISM W/O MCC,TN,940,20829.23085,6342.284043
176 - PULMONARY EMBOLISM W/O MCC,TX,1734,32291.69435,6990.298155
176 - PULMONARY EMBOLISM W/O MCC,UT,380,16411.13684,6963.789474
176 - PULMONARY EMBOLISM W/O MCC,VA,1045,20804.7866,6859.111005
176 - PULMONARY EMBOLISM W/O MCC,VT,79,14337.6962,8725.468354
176 - PULMONARY EMBOLISM W/O MCC,WA,647,24750.96909,7604.510046
176 - PULMONARY EMBOLISM W/O MCC,WI,684,18937.59357,7246.49269
176 - PULMONARY EMBOLISM W/O MCC,WV,249,16564.28916,6371.742972
176 - PULMONARY EMBOLISM W/O MCC,WY,65,21126.38462,8444.292307
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,AK,29,58199.17242,16417.96552
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,AL,1391,51214.54565,12068.93458
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,AR,849,32427.52415,11614.08598
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,AZ,901,57298.52497,14289.68369
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,CA,6151,101884.9906,17925.22338
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,CO,594,56027.78114,12961.09091
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,CT,1394,39858.25825,16054.56098
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,DC,49,54800.20408,17121.93878
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,DE,291,34014.39862,14418.29897
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,FL,4785,64640.44201,12632.60878
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,GA,1762,42931.9529,12718.14302
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,HI,166,42409.22289,17035.45181
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,IA,724,31793.71685,11831.72514
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,ID,208,30269.23558,13218.72115
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,IL,3002,51004.20553,13436.13558
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,IN,1652,37426.44673,12352.77421
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,KS,535,45641.04486,12321.59252
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,KY,1582,35535.4469,12449.48799
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,LA,973,53779.6701,12371.9332
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,MA,2051,26637.66845,15115.6197
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,MD,944,18144.18962,17083.49894
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,ME,303,32951.09571,13635.91419
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,MI,2555,33415.48023,14053.83405
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,MN,751,40377.92277,14697.3249
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,MO,2164,39631.20471,11741.60074
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,MS,894,45993.85347,12319.88591
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,MT,191,25491.05236,12252.20943
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,NC,3483,30855.50273,13290.70514
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,ND,321,25936.90966,12803.79128
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,NE,274,43031.59854,12981.68248
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,NH,273,33383.88278,13028.24176
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,NJ,2296,90013.63981,14786.18815
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,NM,138,39749.23188,14788.47826
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,NV,160,88106.56874,14568.14375
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,NY,2868,51542.35216,17542.83891
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,OH,2888,38412.04848,12481.69321
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,OK,764,49097.76963,12612.93586
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,OR,289,35047.83045,15303.10035
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,PA,3066,54085.91715,12976.40802
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,RI,262,42869.57634,16066.65649
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,SC,1290,52031.35039,13931.40775
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,SD,123,46126.50407,14242.86179
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,TN,2058,40945.03304,11818.48591
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,TX,4194,61030.03314,13021.60682
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,UT,202,34138.30693,14446.68317
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,VA,1991,37946.14164,12346.58413
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,VT,95,29659.24211,17365.58948
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,WA,1253,42369.09337,14185.03033
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,WI,869,35759.72842,13568.90449
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,WV,571,27963.10158,12086.43433
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,WY,41,43251.12195,19806.5122
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,AK,57,44103.22807,16841.49123
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,AL,1001,37502.58442,8677.322677
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,AR,861,22440.61789,8488.622532
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,AZ,765,37991.50719,10148.15948
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,CA,4920,70949.01565,12543.33699
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,CO,565,40841.14867,9548.509735
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,CT,1247,28675.45469,11336.22775
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,DC,69,33835.7971,11276.72464
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,DE,161,23996.0559,10999.85093
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,FL,3862,46344.06396,9074.705075
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,GA,1430,30987.13357,9085.766433
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,HI,194,33607.94845,12516.1701
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,IA,540,21855.26667,8885.82037
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,ID,147,22287.67347,8997.986395
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,IL,2584,34887.75387,9677.369195
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,IN,1347,26400.27023,8870.025241
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,KS,548,28655.95803,8935.208029
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,KY,1306,25624.60031,9061.419602
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,LA,1121,35000.78858,8988.115076
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,MA,2114,20284.22942,10834.52318
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,MD,1191,12927.16121,12162.63224
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,ME,370,20242.83513,9762.102702
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,MI,1673,23027.53796,10116.8942
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,MN,692,25000.47399,10429.57081
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,MO,1299,29148.71825,8649.384142
